Official Name State,State Abbreviation,Official Name County,Type,Name with legal/statistical area description
Alabama,AL,Autauga,county,Autauga County
Alabama,AL,Baldwin,county,Baldwin County
Alabama,AL,Barbour,county,Barbour County
Alabama,AL,Bibb,county,Bibb County
Alabama,AL,Blount,county,Blount County
Alabama,AL,Bullock,county,Bullock County
Alabama,AL,Butler,county,Butler County
Alabama,AL,Calhoun,county,Calhoun County
Alabama,AL,Chambers,county,Chambers County
Alabama,AL,Cherokee,county,Cherokee County
Alabama,AL,Chilton,county,Chilton County
Alabama,AL,Choctaw,county,Choctaw County
Alabama,AL,Clarke,county,Clarke County
Alabama,AL,Clay,county,Clay County
Alabama,AL,Cleburne,county,Cleburne County
Alabama,AL,Coffee,county,Coffee County
Alabama,AL,Colbert,county,Colbert County
Alabama,AL,Conecuh,county,Conecuh County
Alabama,AL,Coosa,county,Coosa County
Alabama,AL,Covington,county,Covington County
Alabama,AL,Crenshaw,county,Crenshaw County
Alabama,AL,Cullman,county,Cullman County
Alabama,AL,Dale,county,Dale County
Alabama,AL,Dallas,county,Dallas County
Alabama,AL,DeKalb,county,DeKalb County
Alabama,AL,Elmore,county,Elmore County
Alabama,AL,Escambia,county,Escambia County
Alabama,AL,Etowah,county,Etowah County
Alabama,AL,Fayette,county,Fayette County
Alabama,AL,Franklin,county,Franklin County
Alabama,AL,Geneva,county,Geneva County
Alabama,AL,Greene,county,Greene County
Alabama,AL,Hale,county,Hale County
Alabama,AL,Henry,county,Henry County
Alabama,AL,Houston,county,Houston County
Alabama,AL,Jackson,county,Jackson County
Alabama,AL,Jefferson,county,Jefferson County
Alabama,AL,Lamar,county,Lamar County
Alabama,AL,Lauderdale,county,Lauderdale County
Alabama,AL,Lawrence,county,Lawrence County
Alabama,AL,Lee,county,Lee County
Alabama,AL,Limestone,county,Limestone County
Alabama,AL,Lowndes,county,Lowndes County
Alabama,AL,Macon,county,Macon County
Alabama,AL,Madison,county,Madison County
Alabama,AL,Marengo,county,Marengo County
Alabama,AL,Marion,county,Marion County
Alabama,AL,Marshall,county,Marshall County
Alabama,AL,Mobile,county,Mobile County
Alabama,AL,Monroe,county,Monroe County
Alabama,AL,Montgomery,county,Montgomery County
Alabama,AL,Morgan,county,Morgan County
Alabama,AL,Perry,county,Perry County
Alabama,AL,Pickens,county,Pickens County
Alabama,AL,Pike,county,Pike County
Alabama,AL,Randolph,county,Randolph County
Alabama,AL,Russell,county,Russell County
Alabama,AL,Shelby,county,Shelby County
Alabama,AL,St. Clair,county,St. Clair County
Alabama,AL,Sumter,county,Sumter County
Alabama,AL,Talladega,county,Talladega County
Alabama,AL,Tallapoosa,county,Tallapoosa County
Alabama,AL,Tuscaloosa,county,Tuscaloosa County
Alabama,AL,Walker,county,Walker County
Alabama,AL,Washington,county,Washington County
Alabama,AL,Wilcox,county,Wilcox County
Alabama,AL,Winston,county,Winston County
Alaska,AK,Aleutians East,borough,Aleutians East Borough
Alaska,AK,Aleutians West,census area,Aleutians West Census Area
Alaska,AK,Anchorage,municipality,Anchorage Municipality
Alaska,AK,Bethel,census area,Bethel Census Area
Alaska,AK,Bristol Bay,borough,Bristol Bay Borough
Alaska,AK,Chugach,census area,Chugach Census Area
Alaska,AK,Copper River,census area,Copper River Census Area
Alaska,AK,Denali,borough,Denali Borough
Alaska,AK,Dillingham,census area,Dillingham Census Area
Alaska,AK,Fairbanks North Star,borough,Fairbanks North Star Borough
Alaska,AK,Haines,borough,Haines Borough
Alaska,AK,Hoonah-Angoon,census area,Hoonah-Angoon Census Area
Alaska,AK,Juneau,city and borough,Juneau City and Borough
Alaska,AK,Kenai Peninsula,borough,Kenai Peninsula Borough
Alaska,AK,Ketchikan Gateway,borough,Ketchikan Gateway Borough
Alaska,AK,Kodiak Island,borough,Kodiak Island Borough
Alaska,AK,Kusilvak,census area,Kusilvak Census Area
Alaska,AK,Lake and Peninsula,borough,Lake and Peninsula Borough
Alaska,AK,Matanuska-Susitna,borough,Matanuska-Susitna Borough
Alaska,AK,Nome,census area,Nome Census Area
Alaska,AK,North Slope,borough,North Slope Borough
Alaska,AK,Northwest Arctic,borough,Northwest Arctic Borough
Alaska,AK,Petersburg,borough,Petersburg Borough
Alaska,AK,Prince of Wales-Hyder,census area,Prince of Wales-Hyder Census Area
Alaska,AK,Sitka,city and borough,Sitka City and Borough
Alaska,AK,Skagway,municipality,Skagway Municipality
Alaska,AK,Southeast Fairbanks,census area,Southeast Fairbanks Census Area
Alaska,AK,Wrangell,city and borough,Wrangell City and Borough
Alaska,AK,Yakutat,city and borough,Yakutat City and Borough
Alaska,AK,Yukon-Koyukuk,census area,Yukon-Koyukuk Census Area
Arizona,AZ,Apache,county,Apache County
Arizona,AZ,Cochise,county,Cochise County
Arizona,AZ,Coconino,county,Coconino County
Arizona,AZ,Gila,county,Gila County
Arizona,AZ,Graham,county,Graham County
Arizona,AZ,Greenlee,county,Greenlee County
Arizona,AZ,La Paz,county,La Paz County
Arizona,AZ,Maricopa,county,Maricopa County
Arizona,AZ,Mohave,county,Mohave County
Arizona,AZ,Navajo,county,Navajo County
Arizona,AZ,Pima,county,Pima County
Arizona,AZ,Pinal,county,Pinal County
Arizona,AZ,Santa Cruz,county,Santa Cruz County
Arizona,AZ,Yavapai,county,Yavapai County
Arizona,AZ,Yuma,county,Yuma County
Arkansas,AR,Arkansas,county,Arkansas County
Arkansas,AR,Ashley,county,Ashley County
Arkansas,AR,Baxter,county,Baxter County
Arkansas,AR,Benton,county,Benton County
Arkansas,AR,Boone,county,Boone County
Arkansas,AR,Bradley,county,Bradley County
Arkansas,AR,Calhoun,county,Calhoun County
Arkansas,AR,Carroll,county,Carroll County
Arkansas,AR,Chicot,county,Chicot County
Arkansas,AR,Clark,county,Clark County
Arkansas,AR,Clay,county,Clay County
Arkansas,AR,Cleburne,county,Cleburne County
Arkansas,AR,Cleveland,county,Cleveland County
Arkansas,AR,Columbia,county,Columbia County
Arkansas,AR,Conway,county,Conway County
Arkansas,AR,Craighead,county,Craighead County
Arkansas,AR,Crawford,county,Crawford County
Arkansas,AR,Crittenden,county,Crittenden County
Arkansas,AR,Cross,county,Cross County
Arkansas,AR,Dallas,county,Dallas County
Arkansas,AR,Desha,county,Desha County
Arkansas,AR,Drew,county,Drew County
Arkansas,AR,Faulkner,county,Faulkner County
Arkansas,AR,Franklin,county,Franklin County
Arkansas,AR,Fulton,county,Fulton County
Arkansas,AR,Garland,county,Garland County
Arkansas,AR,Grant,county,Grant County
Arkansas,AR,Greene,county,Greene County
Arkansas,AR,Hempstead,county,Hempstead County
Arkansas,AR,Hot Spring,county,Hot Spring County
Arkansas,AR,Howard,county,Howard County
Arkansas,AR,Independence,county,Independence County
Arkansas,AR,Izard,county,Izard County
Arkansas,AR,Jackson,county,Jackson County
Arkansas,AR,Jefferson,county,Jefferson County
Arkansas,AR,Johnson,county,Johnson County
Arkansas,AR,Lafayette,county,Lafayette County
Arkansas,AR,Lawrence,county,Lawrence County
Arkansas,AR,Lee,county,Lee County
Arkansas,AR,Lincoln,county,Lincoln County
Arkansas,AR,Little River,county,Little River County
Arkansas,AR,Logan,county,Logan County
Arkansas,AR,Lonoke,county,Lonoke County
Arkansas,AR,Madison,county,Madison County
Arkansas,AR,Marion,county,Marion County
Arkansas,AR,Miller,county,Miller County
Arkansas,AR,Mississippi,county,Mississippi County
Arkansas,AR,Monroe,county,Monroe County
Arkansas,AR,Montgomery,county,Montgomery County
Arkansas,AR,Nevada,county,Nevada County
Arkansas,AR,Newton,county,Newton County
Arkansas,AR,Ouachita,county,Ouachita County
Arkansas,AR,Perry,county,Perry County
Arkansas,AR,Phillips,county,Phillips County
Arkansas,AR,Pike,county,Pike County
Arkansas,AR,Poinsett,county,Poinsett County
Arkansas,AR,Polk,county,Polk County
Arkansas,AR,Pope,county,Pope County
Arkansas,AR,Prairie,county,Prairie County
Arkansas,AR,Pulaski,county,Pulaski County
Arkansas,AR,Randolph,county,Randolph County
Arkansas,AR,Saline,county,Saline County
Arkansas,AR,Scott,county,Scott County
Arkansas,AR,Searcy,county,Searcy County
Arkansas,AR,Sebastian,county,Sebastian County
Arkansas,AR,Sevier,county,Sevier County
Arkansas,AR,Sharp,county,Sharp County
Arkansas,AR,St. Francis,county,St. Francis County
Arkansas,AR,Stone,county,Stone County
Arkansas,AR,Union,county,Union County
Arkansas,AR,Van Buren,county,Van Buren County
Arkansas,AR,Washington,county,Washington County
Arkansas,AR,White,county,White County
Arkansas,AR,Woodruff,county,Woodruff County
Arkansas,AR,Yell,county,Yell County
California,CA,Alameda,county,Alameda County
California,CA,Alpine,county,Alpine County
California,CA,Amador,county,Amador County
California,CA,Butte,county,Butte County
California,CA,Calaveras,county,Calaveras County
California,CA,Colusa,county,Colusa County
California,CA,Contra Costa,county,Contra Costa County
California,CA,Del Norte,county,Del Norte County
California,CA,El Dorado,county,El Dorado County
California,CA,Fresno,county,Fresno County
California,CA,Glenn,county,Glenn County
California,CA,Humboldt,county,Humboldt County
California,CA,Imperial,county,Imperial County
California,CA,Inyo,county,Inyo County
California,CA,Kern,county,Kern County
California,CA,Kings,county,Kings County
California,CA,Lake,county,Lake County
California,CA,Lassen,county,Lassen County
California,CA,Los Angeles,county,Los Angeles County
California,CA,Madera,county,Madera County
California,CA,Marin,county,Marin County
California,CA,Mariposa,county,Mariposa County
California,CA,Mendocino,county,Mendocino County
California,CA,Merced,county,Merced County
California,CA,Modoc,county,Modoc County
California,CA,Mono,county,Mono County
California,CA,Monterey,county,Monterey County
California,CA,Napa,county,Napa County
California,CA,Nevada,county,Nevada County
California,CA,Orange,county,Orange County
California,CA,Placer,county,Placer County
California,CA,Plumas,county,Plumas County
California,CA,Riverside,county,Riverside County
California,CA,Sacramento,county,Sacramento County
California,CA,San Benito,county,San Benito County
California,CA,San Bernardino,county,San Bernardino County
California,CA,San Diego,county,San Diego County
California,CA,San Francisco,county,San Francisco County
California,CA,San Joaquin,county,San Joaquin County
California,CA,San Luis Obispo,county,San Luis Obispo County
California,CA,San Mateo,county,San Mateo County
California,CA,Santa Barbara,county,Santa Barbara County
California,CA,Santa Clara,county,Santa Clara County
California,CA,Santa Cruz,county,Santa Cruz County
California,CA,Shasta,county,Shasta County
California,CA,Sierra,county,Sierra County
California,CA,Siskiyou,county,Siskiyou County
California,CA,Solano,county,Solano County
California,CA,Sonoma,county,Sonoma County
California,CA,Stanislaus,county,Stanislaus County
California,CA,Sutter,county,Sutter County
California,CA,Tehama,county,Tehama County
California,CA,Trinity,county,Trinity County
California,CA,Tulare,county,Tulare County
California,CA,Tuolumne,county,Tuolumne County
California,CA,Ventura,county,Ventura County
California,CA,Yolo,county,Yolo County
California,CA,Yuba,county,Yuba County
Colorado,CO,Adams,county,Adams County
Colorado,CO,Alamosa,county,Alamosa County
Colorado,CO,Arapahoe,county,Arapahoe County
Colorado,CO,Archuleta,county,Archuleta County
Colorado,CO,Baca,county,Baca County
Colorado,CO,Bent,county,Bent County
Colorado,CO,Boulder,county,Boulder County
Colorado,CO,Broomfield,county,Broomfield County
Colorado,CO,Chaffee,county,Chaffee County
Colorado,CO,Cheyenne,county,Cheyenne County
Colorado,CO,Clear Creek,county,Clear Creek County
Colorado,CO,Conejos,county,Conejos County
Colorado,CO,Costilla,county,Costilla County
Colorado,CO,Crowley,county,Crowley County
Colorado,CO,Custer,county,Custer County
Colorado,CO,Delta,county,Delta County
Colorado,CO,Denver,county,Denver County
Colorado,CO,Dolores,county,Dolores County
Colorado,CO,Douglas,county,Douglas County
Colorado,CO,Eagle,county,Eagle County
Colorado,CO,El Paso,county,El Paso County
Colorado,CO,Elbert,county,Elbert County
Colorado,CO,Fremont,county,Fremont County
Colorado,CO,Garfield,county,Garfield County
Colorado,CO,Gilpin,county,Gilpin County
Colorado,CO,Grand,county,Grand County
Colorado,CO,Gunnison,county,Gunnison County
Colorado,CO,Hinsdale,county,Hinsdale County
Colorado,CO,Huerfano,county,Huerfano County
Colorado,CO,Jackson,county,Jackson County
Colorado,CO,Jefferson,county,Jefferson County
Colorado,CO,Kiowa,county,Kiowa County
Colorado,CO,Kit Carson,county,Kit Carson County
Colorado,CO,La Plata,county,La Plata County
Colorado,CO,Lake,county,Lake County
Colorado,CO,Larimer,county,Larimer County
Colorado,CO,Las Animas,county,Las Animas County
Colorado,CO,Lincoln,county,Lincoln County
Colorado,CO,Logan,county,Logan County
Colorado,CO,Mesa,county,Mesa County
Colorado,CO,Mineral,county,Mineral County
Colorado,CO,Moffat,county,Moffat County
Colorado,CO,Montezuma,county,Montezuma County
Colorado,CO,Montrose,county,Montrose County
Colorado,CO,Morgan,county,Morgan County
Colorado,CO,Otero,county,Otero County
Colorado,CO,Ouray,county,Ouray County
Colorado,CO,Park,county,Park County
Colorado,CO,Phillips,county,Phillips County
Colorado,CO,Pitkin,county,Pitkin County
Colorado,CO,Prowers,county,Prowers County
Colorado,CO,Pueblo,county,Pueblo County
Colorado,CO,Rio Blanco,county,Rio Blanco County
Colorado,CO,Rio Grande,county,Rio Grande County
Colorado,CO,Routt,county,Routt County
Colorado,CO,Saguache,county,Saguache County
Colorado,CO,San Juan,county,San Juan County
Colorado,CO,San Miguel,county,San Miguel County
Colorado,CO,Sedgwick,county,Sedgwick County
Colorado,CO,Summit,county,Summit County
Colorado,CO,Teller,county,Teller County
Colorado,CO,Washington,county,Washington County
Colorado,CO,Weld,county,Weld County
Colorado,CO,Yuma,county,Yuma County
Connecticut,CT,Capitol,region,Capitol Planning Region
Connecticut,CT,Greater Bridgeport,region,Greater Bridgeport Planning Region
Connecticut,CT,Lower Connecticut River Valley,region,Lower Connecticut River Valley Planning Region
Connecticut,CT,Naugatuck Valley,region,Naugatuck Valley Planning Region
Connecticut,CT,Northeastern Connecticut,region,Northeastern Connecticut Planning Region
Connecticut,CT,Northwest Hills,region,Northwest Hills Planning Region
Connecticut,CT,South Central Connecticut,region,South Central Connecticut Planning Region
Connecticut,CT,Southeastern Connecticut,region,Southeastern Connecticut Planning Region
Connecticut,CT,Western Connecticut,region,Western Connecticut Planning Region
Delaware,DE,Kent,county,Kent County
Delaware,DE,New Castle,county,New Castle County
Delaware,DE,Sussex,county,Sussex County
District of Columbia,DC,District of Columbia,,District of Columbia
Florida,FL,Alachua,county,Alachua County
Florida,FL,Baker,county,Baker County
Florida,FL,Bay,county,Bay County
Florida,FL,Bradford,county,Bradford County
Florida,FL,Brevard,county,Brevard County
Florida,FL,Broward,county,Broward County
Florida,FL,Calhoun,county,Calhoun County
Florida,FL,Charlotte,county,Charlotte County
Florida,FL,Citrus,county,Citrus County
Florida,FL,Clay,county,Clay County
Florida,FL,Collier,county,Collier County
Florida,FL,Columbia,county,Columbia County
Florida,FL,DeSoto,county,DeSoto County
Florida,FL,Dixie,county,Dixie County
Florida,FL,Duval,county,Duval County
Florida,FL,Escambia,county,Escambia County
Florida,FL,Flagler,county,Flagler County
Florida,FL,Franklin,county,Franklin County
Florida,FL,Gadsden,county,Gadsden County
Florida,FL,Gilchrist,county,Gilchrist County
Florida,FL,Glades,county,Glades County
Florida,FL,Gulf,county,Gulf County
Florida,FL,Hamilton,county,Hamilton County
Florida,FL,Hardee,county,Hardee County
Florida,FL,Hendry,county,Hendry County
Florida,FL,Hernando,county,Hernando County
Florida,FL,Highlands,county,Highlands County
Florida,FL,Hillsborough,county,Hillsborough County
Florida,FL,Holmes,county,Holmes County
Florida,FL,Indian River,county,Indian River County
Florida,FL,Jackson,county,Jackson County
Florida,FL,Jefferson,county,Jefferson County
Florida,FL,Lafayette,county,Lafayette County
Florida,FL,Lake,county,Lake County
Florida,FL,Lee,county,Lee County
Florida,FL,Leon,county,Leon County
Florida,FL,Levy,county,Levy County
Florida,FL,Liberty,county,Liberty County
Florida,FL,Madison,county,Madison County
Florida,FL,Manatee,county,Manatee County
Florida,FL,Marion,county,Marion County
Florida,FL,Martin,county,Martin County
Florida,FL,Miami-Dade,county,Miami-Dade County
Florida,FL,Monroe,county,Monroe County
Florida,FL,Nassau,county,Nassau County
Florida,FL,Okaloosa,county,Okaloosa County
Florida,FL,Okeechobee,county,Okeechobee County
Florida,FL,Orange,county,Orange County
Florida,FL,Osceola,county,Osceola County
Florida,FL,Palm Beach,county,Palm Beach County
Florida,FL,Pasco,county,Pasco County
Florida,FL,Pinellas,county,Pinellas County
Florida,FL,Polk,county,Polk County
Florida,FL,Putnam,county,Putnam County
Florida,FL,Santa Rosa,county,Santa Rosa County
Florida,FL,Sarasota,county,Sarasota County
Florida,FL,Seminole,county,Seminole County
Florida,FL,St. Johns,county,St. Johns County
Florida,FL,St. Lucie,county,St. Lucie County
Florida,FL,Sumter,county,Sumter County
Florida,FL,Suwannee,county,Suwannee County
Florida,FL,Taylor,county,Taylor County
Florida,FL,Union,county,Union County
Florida,FL,Volusia,county,Volusia County
Florida,FL,Wakulla,county,Wakulla County
Florida,FL,Walton,county,Walton County
Florida,FL,Washington,county,Washington County
Georgia,GA,Appling,county,Appling County
Georgia,GA,Atkinson,county,Atkinson County
Georgia,GA,Bacon,county,Bacon County
Georgia,GA,Baker,county,Baker County
Georgia,GA,Baldwin,county,Baldwin County
Georgia,GA,Banks,county,Banks County
Georgia,GA,Barrow,county,Barrow County
Georgia,GA,Bartow,county,Bartow County
Georgia,GA,Ben Hill,county,Ben Hill County
Georgia,GA,Berrien,county,Berrien County
Georgia,GA,Bibb,county,Bibb County
Georgia,GA,Bleckley,county,Bleckley County
Georgia,GA,Brantley,county,Brantley County
Georgia,GA,Brooks,county,Brooks County
Georgia,GA,Bryan,county,Bryan County
Georgia,GA,Bulloch,county,Bulloch County
Georgia,GA,Burke,county,Burke County
Georgia,GA,Butts,county,Butts County
Georgia,GA,Calhoun,county,Calhoun County
Georgia,GA,Camden,county,Camden County
Georgia,GA,Candler,county,Candler County
Georgia,GA,Carroll,county,Carroll County
Georgia,GA,Catoosa,county,Catoosa County
Georgia,GA,Charlton,county,Charlton County
Georgia,GA,Chatham,county,Chatham County
Georgia,GA,Chattahoochee,county,Chattahoochee County
Georgia,GA,Chattooga,county,Chattooga County
Georgia,GA,Cherokee,county,Cherokee County
Georgia,GA,Clarke,county,Clarke County
Georgia,GA,Clay,county,Clay County
Georgia,GA,Clayton,county,Clayton County
Georgia,GA,Clinch,county,Clinch County
Georgia,GA,Cobb,county,Cobb County
Georgia,GA,Coffee,county,Coffee County
Georgia,GA,Colquitt,county,Colquitt County
Georgia,GA,Columbia,county,Columbia County
Georgia,GA,Cook,county,Cook County
Georgia,GA,Coweta,county,Coweta County
Georgia,GA,Crawford,county,Crawford County
Georgia,GA,Crisp,county,Crisp County
Georgia,GA,Dade,county,Dade County
Georgia,GA,Dawson,county,Dawson County
Georgia,GA,Decatur,county,Decatur County
Georgia,GA,DeKalb,county,DeKalb County
Georgia,GA,Dodge,county,Dodge County
Georgia,GA,Dooly,county,Dooly County
Georgia,GA,Dougherty,county,Dougherty County
Georgia,GA,Douglas,county,Douglas County
Georgia,GA,Early,county,Early County
Georgia,GA,Echols,county,Echols County
Georgia,GA,Effingham,county,Effingham County
Georgia,GA,Elbert,county,Elbert County
Georgia,GA,Emanuel,county,Emanuel County
Georgia,GA,Evans,county,Evans County
Georgia,GA,Fannin,county,Fannin County
Georgia,GA,Fayette,county,Fayette County
Georgia,GA,Floyd,county,Floyd County
Georgia,GA,Forsyth,county,Forsyth County
Georgia,GA,Franklin,county,Franklin County
Georgia,GA,Fulton,county,Fulton County
Georgia,GA,Gilmer,county,Gilmer County
Georgia,GA,Glascock,county,Glascock County
Georgia,GA,Glynn,county,Glynn County
Georgia,GA,Gordon,county,Gordon County
Georgia,GA,Grady,county,Grady County
Georgia,GA,Greene,county,Greene County
Georgia,GA,Gwinnett,county,Gwinnett County
Georgia,GA,Habersham,county,Habersham County
Georgia,GA,Hall,county,Hall County
Georgia,GA,Hancock,county,Hancock County
Georgia,GA,Haralson,county,Haralson County
Georgia,GA,Harris,county,Harris County
Georgia,GA,Hart,county,Hart County
Georgia,GA,Heard,county,Heard County
Georgia,GA,Henry,county,Henry County
Georgia,GA,Houston,county,Houston County
Georgia,GA,Irwin,county,Irwin County
Georgia,GA,Jackson,county,Jackson County
Georgia,GA,Jasper,county,Jasper County
Georgia,GA,Jeff Davis,county,Jeff Davis County
Georgia,GA,Jefferson,county,Jefferson County
Georgia,GA,Jenkins,county,Jenkins County
Georgia,GA,Johnson,county,Johnson County
Georgia,GA,Jones,county,Jones County
Georgia,GA,Lamar,county,Lamar County
Georgia,GA,Lanier,county,Lanier County
Georgia,GA,Laurens,county,Laurens County
Georgia,GA,Lee,county,Lee County
Georgia,GA,Liberty,county,Liberty County
Georgia,GA,Lincoln,county,Lincoln County
Georgia,GA,Long,county,Long County
Georgia,GA,Lowndes,county,Lowndes County
Georgia,GA,Lumpkin,county,Lumpkin County
Georgia,GA,Macon,county,Macon County
Georgia,GA,Madison,county,Madison County
Georgia,GA,Marion,county,Marion County
Georgia,GA,McDuffie,county,McDuffie County
Georgia,GA,McIntosh,county,McIntosh County
Georgia,GA,Meriwether,county,Meriwether County
Georgia,GA,Miller,county,Miller County
Georgia,GA,Mitchell,county,Mitchell County
Georgia,GA,Monroe,county,Monroe County
Georgia,GA,Montgomery,county,Montgomery County
Georgia,GA,Morgan,county,Morgan County
Georgia,GA,Murray,county,Murray County
Georgia,GA,Muscogee,county,Muscogee County
Georgia,GA,Newton,county,Newton County
Georgia,GA,Oconee,county,Oconee County
Georgia,GA,Oglethorpe,county,Oglethorpe County
Georgia,GA,Paulding,county,Paulding County
Georgia,GA,Peach,county,Peach County
Georgia,GA,Pickens,county,Pickens County
Georgia,GA,Pierce,county,Pierce County
Georgia,GA,Pike,county,Pike County
Georgia,GA,Polk,county,Polk County
Georgia,GA,Pulaski,county,Pulaski County
Georgia,GA,Putnam,county,Putnam County
Georgia,GA,Quitman,county,Quitman County
Georgia,GA,Rabun,county,Rabun County
Georgia,GA,Randolph,county,Randolph County
Georgia,GA,Richmond,county,Richmond County
Georgia,GA,Rockdale,county,Rockdale County
Georgia,GA,Schley,county,Schley County
Georgia,GA,Screven,county,Screven County
Georgia,GA,Seminole,county,Seminole County
Georgia,GA,Spalding,county,Spalding County
Georgia,GA,Stephens,county,Stephens County
Georgia,GA,Stewart,county,Stewart County
Georgia,GA,Sumter,county,Sumter County
Georgia,GA,Talbot,county,Talbot County
Georgia,GA,Taliaferro,county,Taliaferro County
Georgia,GA,Tattnall,county,Tattnall County
Georgia,GA,Taylor,county,Taylor County
Georgia,GA,Telfair,county,Telfair County
Georgia,GA,Terrell,county,Terrell County
Georgia,GA,Thomas,county,Thomas County
Georgia,GA,Tift,county,Tift County
Georgia,GA,Toombs,county,Toombs County
Georgia,GA,Towns,county,Towns County
Georgia,GA,Treutlen,county,Treutlen County
Georgia,GA,Troup,county,Troup County
Georgia,GA,Turner,county,Turner County
Georgia,GA,Twiggs,county,Twiggs County
Georgia,GA,Union,county,Union County
Georgia,GA,Upson,county,Upson County
Georgia,GA,Walker,county,Walker County
Georgia,GA,Walton,county,Walton County
Georgia,GA,Ware,county,Ware County
Georgia,GA,Warren,county,Warren County
Georgia,GA,Washington,county,Washington County
Georgia,GA,Wayne,county,Wayne County
Georgia,GA,Webster,county,Webster County
Georgia,GA,Wheeler,county,Wheeler County
Georgia,GA,White,county,White County
Georgia,GA,Whitfield,county,Whitfield County
Georgia,GA,Wilcox,county,Wilcox County
Georgia,GA,Wilkes,county,Wilkes County
Georgia,GA,Wilkinson,county,Wilkinson County
Georgia,GA,Worth,county,Worth County
Hawaii,HI,Hawaii,county,Hawaii County
Hawaii,HI,Honolulu,county,Honolulu County
Hawaii,HI,Kalawao,county,Kalawao County
Hawaii,HI,Kauai,county,Kauai County
Hawaii,HI,Maui,county,Maui County
Idaho,ID,Ada,county,Ada County
Idaho,ID,Adams,county,Adams County
Idaho,ID,Bannock,county,Bannock County
Idaho,ID,Bear Lake,county,Bear Lake County
Idaho,ID,Benewah,county,Benewah County
Idaho,ID,Bingham,county,Bingham County
Idaho,ID,Blaine,county,Blaine County
Idaho,ID,Boise,county,Boise County
Idaho,ID,Bonner,county,Bonner County
Idaho,ID,Bonneville,county,Bonneville County
Idaho,ID,Boundary,county,Boundary County
Idaho,ID,Butte,county,Butte County
Idaho,ID,Camas,county,Camas County
Idaho,ID,Canyon,county,Canyon County
Idaho,ID,Caribou,county,Caribou County
Idaho,ID,Cassia,county,Cassia County
Idaho,ID,Clark,county,Clark County
Idaho,ID,Clearwater,county,Clearwater County
Idaho,ID,Custer,county,Custer County
Idaho,ID,Elmore,county,Elmore County
Idaho,ID,Franklin,county,Franklin County
Idaho,ID,Fremont,county,Fremont County
Idaho,ID,Gem,county,Gem County
Idaho,ID,Gooding,county,Gooding County
Idaho,ID,Idaho,ID,county,Idaho,ID County
Idaho,ID,Jefferson,county,Jefferson County
Idaho,ID,Jerome,county,Jerome County
Idaho,ID,Kootenai,county,Kootenai County
Idaho,ID,Latah,county,Latah County
Idaho,ID,Lemhi,county,Lemhi County
Idaho,ID,Lewis,county,Lewis County
Idaho,ID,Lincoln,county,Lincoln County
Idaho,ID,Madison,county,Madison County
Idaho,ID,Minidoka,county,Minidoka County
Idaho,ID,Nez Perce,county,Nez Perce County
Idaho,ID,Oneida,county,Oneida County
Idaho,ID,Owyhee,county,Owyhee County
Idaho,ID,Payette,county,Payette County
Idaho,ID,Power,county,Power County
Idaho,ID,Shoshone,county,Shoshone County
Idaho,ID,Teton,county,Teton County
Idaho,ID,Twin Falls,county,Twin Falls County
Idaho,ID,Valley,county,Valley County
Idaho,ID,Washington,county,Washington County
Illinois,IL,Adams,county,Adams County
Illinois,IL,Alexander,county,Alexander County
Illinois,IL,Bond,county,Bond County
Illinois,IL,Boone,county,Boone County
Illinois,IL,Brown,county,Brown County
Illinois,IL,Bureau,county,Bureau County
Illinois,IL,Calhoun,county,Calhoun County
Illinois,IL,Carroll,county,Carroll County
Illinois,IL,Cass,county,Cass County
Illinois,IL,Champaign,county,Champaign County
Illinois,IL,Christian,county,Christian County
Illinois,IL,Clark,county,Clark County
Illinois,IL,Clay,county,Clay County
Illinois,IL,Clinton,county,Clinton County
Illinois,IL,Coles,county,Coles County
Illinois,IL,Cook,county,Cook County
Illinois,IL,Crawford,county,Crawford County
Illinois,IL,Cumberland,county,Cumberland County
Illinois,IL,De Witt,county,De Witt County
Illinois,IL,DeKalb,county,DeKalb County
Illinois,IL,Douglas,county,Douglas County
Illinois,IL,DuPage,county,DuPage County
Illinois,IL,Edgar,county,Edgar County
Illinois,IL,Edwards,county,Edwards County
Illinois,IL,Effingham,county,Effingham County
Illinois,IL,Fayette,county,Fayette County
Illinois,IL,Ford,county,Ford County
Illinois,IL,Franklin,county,Franklin County
Illinois,IL,Fulton,county,Fulton County
Illinois,IL,Gallatin,county,Gallatin County
Illinois,IL,Greene,county,Greene County
Illinois,IL,Grundy,county,Grundy County
Illinois,IL,Hamilton,county,Hamilton County
Illinois,IL,Hancock,county,Hancock County
Illinois,IL,Hardin,county,Hardin County
Illinois,IL,Henderson,county,Henderson County
Illinois,IL,Henry,county,Henry County
Illinois,IL,Iroquois,county,Iroquois County
Illinois,IL,Jackson,county,Jackson County
Illinois,IL,Jasper,county,Jasper County
Illinois,IL,Jefferson,county,Jefferson County
Illinois,IL,Jersey,county,Jersey County
Illinois,IL,Jo Daviess,county,Jo Daviess County
Illinois,IL,Johnson,county,Johnson County
Illinois,IL,Kane,county,Kane County
Illinois,IL,Kankakee,county,Kankakee County
Illinois,IL,Kendall,county,Kendall County
Illinois,IL,Knox,county,Knox County
Illinois,IL,Lake,county,Lake County
Illinois,IL,LaSalle,county,LaSalle County
Illinois,IL,Lawrence,county,Lawrence County
Illinois,IL,Lee,county,Lee County
